1.0000e-01  -2.450021e-03   1.565371e-01  
2.0000e-01  -4.904636e-03   1.565904e-01  
3.0000e-01  -7.363339e-03   1.566065e-01  
4.0000e-01  -9.825599e-03   1.565850e-01  
5.0000e-01  -1.229089e-02   1.565260e-01  
6.0000e-01  -1.475867e-02   1.564293e-01  
7.0000e-01  -1.722842e-02   1.562949e-01  
8.0000e-01  -1.969961e-02   1.561225e-01  
9.0000e-01  -2.217168e-02   1.559121e-01  
1.0000e+00  -2.464412e-02   1.556636e-01  
1.1000e+00  -2.711636e-02   1.553770e-01  
1.2000e+00  -2.958788e-02   1.550521e-01  
1.3000e+00  -3.205812e-02   1.546889e-01  
1.4000e+00  -3.452654e-02   1.542873e-01  
1.5000e+00  -3.699258e-02   1.538473e-01  
1.6000e+00  -3.945570e-02   1.533688e-01  
1.7000e+00  -4.191534e-02   1.528517e-01  
1.8000e+00  -4.437095e-02   1.522961e-01  
1.9000e+00  -4.682197e-02   1.517018e-01  
2.0000e+00  -4.926783e-02   1.510690e-01  
2.1000e+00  -5.170799e-02   1.503975e-01  
2.2000e+00  -5.414187e-02   1.496873e-01  
2.3000e+00  -5.656892e-02   1.489385e-01  
2.4000e+00  -5.898856e-02   1.481510e-01  
2.5000e+00  -6.140023e-02   1.473249e-01  
2.6000e+00  -6.380337e-02   1.464602e-01  
2.7000e+00  -6.619739e-02   1.455568e-01  
2.8000e+00  -6.858174e-02   1.446149e-01  
2.9000e+00  -7.095583e-02   1.436344e-01  
3.0000e+00  -7.331911e-02   1.426154e-01  
3.1000e+00  -7.567098e-02   1.415580e-01  
3.2000e+00  -7.801087e-02   1.404622e-01  
3.3000e+00  -8.033822e-02   1.393281e-01  
3.4000e+00  -8.265243e-02   1.381557e-01  
3.5000e+00  -8.495294e-02   1.369452e-01  
3.6000e+00  -8.723916e-02   1.356966e-01  
3.7000e+00  -8.951052e-02   1.344100e-01  
3.8000e+00  -9.176642e-02   1.330855e-01  
3.9000e+00  -9.400629e-02   1.317232e-01  
4.0000e+00  -9.622955e-02   1.303232e-01  
4.1000e+00  -9.843561e-02   1.288857e-01  
4.2000e+00  -1.006239e-01   1.274108e-01  
4.3000e+00  -1.027938e-01   1.258986e-01  
4.4000e+00  -1.049448e-01   1.243493e-01  
4.5000e+00  -1.070762e-01   1.227630e-01  
4.6000e+00  -1.091875e-01   1.211398e-01  
4.7000e+00  -1.112781e-01   1.194800e-01  
